                 -30 3.10970905426922e-79
   -29.9399399399399 4.50669276411412e-79
   -29.8798798798799 6.53124755907138e-79
   -29.8198198198198 9.46529903647918e-79
   -29.7597597597598 1.37174230558043e-78
   -29.6996996996997 1.98797412069829e-78
   -29.6396396396396 2.88103755967052e-78
   -29.5795795795796 4.17529450399308e-78
   -29.5195195195195 6.05097428756499e-78
   -29.4594594594595 8.76927119602106e-78
   -29.3993993993994 1.27087165892276e-77
   -29.3393393393393  1.8417890578933e-77
   -29.2792792792793 2.66918135278185e-77
   -29.2192192192192 3.86826551254867e-77
   -29.1591591591592  5.6060177627042e-77
   -29.0990990990991  8.1244255477819e-77
    -29.039039039039  1.1774185041043e-76
    -28.978978978979 1.70635366851956e-76
   -28.9189189189189 2.47290392661633e-76
   -28.8588588588589 3.58381380313724e-76
   -28.7987987987988 5.19378097843496e-76
   -28.7387387387387 7.52699842506874e-76
   -28.6786786786787 1.09083739815416e-75
   -28.6186186186186  1.5808774786623e-75
   -28.5585585585586 2.29105970034628e-75
   -28.4984984984985 3.32027916229946e-75
   -28.4384384384384 4.81185789874155e-75
   -28.3783783783784 6.97350292125642e-75
   -28.3183183183183 1.01062300708191e-74
   -28.2582582582583 1.46462814166184e-74
   -28.1981981981982 2.12258733307649e-74
   -28.1381381381381 3.07612345985985e-74
   -28.0780780780781 4.45801941472288e-74
    -28.018018018018 6.46070853832119e-74
    -27.957957957958 9.36307156475897e-74
   -27.8978978978979 1.35692716374384e-73
   -27.8378378378378 1.96650352928639e-73
   -27.7777777777778  2.8499216715701e-73
   -27.7177177177177  4.1302003343124e-73
   -27.6576576576577 5.98562233191332e-73
   -27.5975975975976 8.67456098985211e-73
   -27.5375375375375 1.25714594396417e-72
   -27.4774774774775 1.82189729978779e-72
   -27.4174174174174 2.64035356190002e-72
   -27.3573573573574 3.82648732870416e-72
   -27.2972972972973 5.54547144292168e-72
   -27.2372372372372 8.03667982736401e-72
   -27.1771771771772 1.16470210535479e-71
   -27.1171171171171 1.68792464470103e-71
   -27.0570570570571 2.44619597843099e-71
    -26.996996996997 3.54510776513487e-71
   -26.9369369369369 5.13768691357275e-71
   -26.8768768768769 7.44570505909359e-71
   -26.8168168168168 1.07905609585816e-70
   -26.7567567567568 1.56380362741679e-70
   -26.6966966966967 2.26631571287972e-70
   -26.6366366366366 3.28441936084374e-70
   -26.5765765765766 4.75988869360939e-70
   -26.5165165165165 6.89818743783364e-70
   -26.4564564564565 9.99708039210553e-70
   -26.3963963963964 1.44880981079291e-69
   -26.3363363363363 2.09966288708393e-69
   -26.2762762762763 3.04290059782572e-69
   -26.2162162162162 4.40987174903485e-69
   -26.1561561561562  6.3909313557041e-69
   -26.0960960960961 9.26194817394909e-69
    -26.036036036036 1.34227202894852e-68
    -25.975975975976 1.94526482534761e-68
   -25.9159159159159 2.81914184243194e-68
   -25.8558558558559 4.08559319234599e-68
   -25.7957957957958 5.92097619286333e-68
   -25.7357357357357 8.58087367634434e-68
   -25.6756756756757 1.24356846997849e-67
   -25.6156156156156 1.80222037738171e-67
   -25.5555555555556 2.61183711798847e-67
   -25.4954954954955 3.78516035914142e-67
   -25.4354354354354 5.48557903773509e-67
   -25.3753753753754 7.94988178151147e-67
   -25.3153153153153 1.15212304672406e-66
   -25.2552552552553 1.66969465870513e-66
   -25.1951951951952 2.41977648241267e-66
   -25.1351351351351 3.50681976151145e-66
   -25.0750750750751 5.08219867789837e-66
    -25.015015015015 7.36528968072783e-66
    -24.954954954955 1.06740203441765e-65
   -24.8948948948949 1.54691417780921e-65
   -24.8348348348348 2.24183896633906e-65
   -24.7747747747748 3.24894685373825e-65
   -24.7147147147147 4.70848076820292e-65
   -24.6546546546547 6.82368537947265e-65
   -24.5945945945946 9.88910955577696e-65
   -24.5345345345345 1.43316232164443e-64
   -24.4744744744745 2.07698603053834e-64
   -24.4144144144144 3.01003655057143e-64
   -24.3543543543544 4.36224408954129e-64
   -24.2942942942943 6.32190778318818e-64
   -24.2342342342342 9.16191693971366e-64
   -24.1741741741742 1.32777517308043e-63
   -24.1141141141141 1.92425550444241e-63
   -24.0540540540541 2.78869444273946e-63
    -23.993993993994 4.04146781807941e-63
   -23.9339339339339  5.8570282474282e-63
   -23.8738738738739 8.48819820801522e-63
   -23.8138138138138 1.23013763592804e-62
   -23.7537537537538  1.7827559703987e-62
   -23.6936936936937 2.58362865842603e-62
   -23.6336336336336 3.74427973063953e-62
   -23.5735735735736 5.42633348471174e-62
   -23.5135135135135 7.86402117511497e-62
   -23.4534534534535 1.13967984490624e-61
   -23.3933933933934 1.65166156087632e-61
   -23.3333333333333 2.39364232320955e-61
   -23.2732732732733 3.46894527739688e-61
   -23.2132132132132 5.02730972831354e-61
   -23.1531531531532 7.28574280749709e-61
   -23.0930930930931 1.05587383960136e-60
    -23.033033033033 1.53020713825814e-60
    -22.972972972973 2.21762657445918e-60
   -22.9129129129129 3.21385745811217e-60
   -22.8528528528529 4.65762806056853e-60
   -22.7927927927928 6.74998796098989e-60
   -22.7327327327327 9.78230483005699e-60
   -22.6726726726727 1.41768382908531e-59
   -22.6126126126126 2.05455408941517e-59
   -22.5525525525526 2.97752744281228e-59
   -22.4924924924925 4.31513082005234e-59
   -22.4324324324324 6.25362968160562e-59
   -22.3723723723724 9.06296606650348e-59
   -22.3123123123123 1.31343488668979e-58
   -22.2522522522523 1.90347308917965e-58
   -22.1921921921922 2.75857588217616e-58
   -22.1321321321321 3.99781900830726e-58
   -22.0720720720721 5.79377095495199e-58
    -22.012012012012 8.39652365669687e-58
    -21.951951951952 1.21685185806688e-57
   -21.8918918918919 1.76350178362181e-57
   -21.8318318318318 2.55572485690891e-57
   -21.7717717717718  3.7038406226092e-57
   -21.7117117117117 5.36772779769489e-57
   -21.6516516516517 7.77908788360607e-57
   -21.5915915915916 1.12737103261556e-56
   -21.5315315315315 1.63382322477572e-56
   -21.4714714714715 2.36779041911639e-56
   -21.4114114114114 3.43147984668239e-56
   -21.3513513513514 4.97301359238596e-56
   -21.2912912912913 7.20705505934019e-56
   -21.2312312312312 1.04447015201981e-55
   -21.1711711711712 1.51368053869176e-55
   -21.1111111111111 2.19367568214687e-55
   -21.0510510510511 3.17914703627078e-55
    -20.990990990991 4.60732457422225e-55
   -20.9309309309309 6.67708649208408e-55
   -20.8708708708709 9.67665362067454e-55
   -20.8108108108108 1.40237250791231e-54
   -20.7507507507508 2.03236441856976e-54
   -20.6906906906907 2.94536944111759e-54
   -20.6306306306306   4.268526385034e-54
   -20.5705705705706 6.18608899969369e-54
   -20.5105105105105 8.96508388616331e-54
   -20.4504504504505   1.299249478789e-53
   -20.3903903903904 1.88291512892461e-53
   -20.3303303303303 2.72878260920122e-53
