-75.0	0.000000	0.000000
-73.0	6134.265203	0.002318
-71.0	40022.051444	0.005766
-69.0	148269.722443	0.010734
-67.0	439158.180032	0.017852
-65.0	1159367.930624	0.028144
-63.0	2861607.434724	0.043187
-61.0	6758749.997223	0.065262
-59.0	15445429.196270	0.097489
-57.0	34318284.275829	0.143993
-55.0	74282311.130190	0.210130
-53.0	156751038.352735	0.302779
-51.0	322605034.558437	0.430688
-49.0	647743251.709645	0.604823
-47.0	1269204189.983142	0.838673
-45.0	2427555340.073997	1.148464
-43.0	4533252852.713644	1.553241
-41.0	8266693720.662757	2.074770
-39.0	14723217015.626850	2.737240
-37.0	25614567982.706367	3.566709
-35.0	43536251539.446548	4.590266
-33.0	72304552514.769333	5.834867
-31.0	117356706274.518066	7.325841
-29.0	186192260862.244659	9.085087
-27.0	288813685960.155029	11.129030
-25.0	438101943926.488525	13.466464
-23.0	650042033331.732056	16.096415
-21.0	943699995944.133667	19.006232
-19.0	1340852825717.088379	22.170071
-17.0	1865191730582.854980	25.547978
-15.0	2541060382045.208984	29.085724
-13.0	3391751975785.569336	32.715521
-11.0	4437465493082.958984	36.357687
-9.0	5693100440772.191406	39.923262
-7.0	7166134705148.749023	43.317473
-5.0	8854865537259.273438	46.443902
-3.0	10747286194150.671875	49.209071
-1.0	12820815006560.503906	51.527160
1.0	15042994274174.648438	53.324498
3.0	17373148173578.990234	54.543506
5.0	19764854058310.171875	55.145775
7.0	22168965071464.277344	55.114068
9.0	24536845765611.378906	54.453092
11.0	26823460185172.902344	53.189004
13.0	28989986184960.855469	51.367714
15.0	31005711804554.980469	49.052140
17.0	32849081624244.296875	46.318642
19.0	34507881217302.460938	43.252938
21.0	35978654954503.265625	39.945796
23.0	37265530608380.601562	36.488825
25.0	38378665347046.960938	32.970635
27.0	39332531870050.101562	29.473577
29.0	40144237305225.000000	26.071226
31.0	40832021635569.875000	22.826668
33.0	41414028373730.953125	19.791600
35.0	41907387962700.953125	17.006182
37.0	42327610991885.718750	14.499501
39.0	42688257391935.679688	12.290459
41.0	43000829878493.820312	10.388784
43.0	43274833437193.445312	8.795743
45.0	43517944773911.453125	7.504078
47.0	43736243276881.976562	6.496911
49.0	43934465336873.109375	5.746186
51.0	44116254669953.351562	5.212570
53.0	44284391134186.984375	4.848885
55.0	44440988638745.875000	4.606876
57.0	44587658840006.859375	4.444167
59.0	44725641484167.460938	4.328257
61.0	44855904771284.710938	4.236962
63.0	44979220347100.546875	4.156654
65.0	45096217845603.492188	4.079852
67.0	45207423632234.578125	4.003049
69.0	45313287795724.007812	3.925086
71.0	45414202698872.984375	3.846049
73.0	45510515656879.601562	3.766573
75.0	45602537646081.890625	3.687447
77.0	45690549395192.898438	3.609396
79.0	45774805783874.250000	3.532999
81.0	45855539159043.093750	3.458664
83.0	45932961957517.218750	3.386651
85.0	46007268872896.445312	3.317102
87.0	46078638706372.937500	3.250064
89.0	46147235980941.882812	3.185522
91.0	46213212364832.898438	3.123415
93.0	46276707933387.750000	3.063653
95.0	46337852291171.625000	3.006130
97.0	46396765572138.375000	2.950740
99.0	46453559332282.382812	2.897378
101.0	46508337346001.359375	2.845940
103.0	46561196315208.742188	2.796330
105.0	46612226499657.484375	2.748449
107.0	46661512277505.101562	2.702205
109.0	46709132645622.421875	2.657510
111.0	46755161668478.765625	2.614283
113.0	46799668882549.375000	2.572453
115.0	46842719660983.734375	2.531951
117.0	46884375541868.757812	2.492712
119.0	46924694523292.093750	2.454673
121.0	46963731329081.296875	2.417773
123.0	47001537649565.062500	2.381958
125.0	47038162361260.351562	2.347175
127.0	47073651728122.468750	2.313380
129.0	47108049585663.953125	2.280528
131.0	47141397508646.359375	2.248579
133.0	47173734963384.187500	2.217490
135.0	47205099446475.414062	2.187222
137.0	47235526612211.132812	2.157739
139.0	47265050390573.382812	2.129007
141.0	47293703096812.843750	2.100998
143.0	47321515532750.617188	2.073683
145.0	47348517079734.312500	2.047034
147.0	47374735783644.164062	2.021022
149.0	47400198433018.742188	1.995622
151.0	47424930631666.218750	1.970807
153.0	47448956866787.710938	1.946558
155.0	47472300572926.617188	1.922854
157.0	47494984191502.500000	1.899675
159.0	47517029225672.953125	1.877002
161.0	47538456290736.695312	1.854815
163.0	47559285160826.125000	1.833096
165.0	47579534812796.085938	1.811827
167.0	47599223467879.515625	1.790994
169.0	47618368631118.890625	1.770584
171.0	47636987128225.203125	1.750581
173.0	47655095139608.156250	1.730973
175.0	47672708231751.023438	1.711745
177.0	47689841386504.421875	1.692883
179.0	47706509028929.039062	1.674376
181.0	47722725053995.093750	1.656214
183.0	47738502852008.257812	1.638386
185.0	47753855332414.171875	1.620882
187.0	47768794945781.812500	1.603692
189.0	47783333704137.312500	1.586805
191.0	47797483200108.648438	1.570212
193.0	47811254625324.406250	1.553904
195.0	47824658788213.796875	1.537873
197.0	47837706131019.921875	1.522113
199.0	47850406745719.343750	1.506615
201.0	47862770388713.929688	1.491372
203.0	47874806494470.507812	1.476375
205.0	47886524188481.585938	1.461617
207.0	47897932299856.851562	1.447093
209.0	47909039373592.187500	1.432797
211.0	47919853682312.312500	1.418722
213.0	47930383237234.492188	1.404864
215.0	47940635798276.960938	1.391216
217.0	47950618883487.625000	1.377772
219.0	47960339778094.421875	1.364526
221.0	47969805543388.437500	1.351473
223.0	47979023025424.335938	1.338611
225.0	47987998863340.968750	1.325934
227.0	47996739497103.593750	1.313437
229.0	48005251174638.117188	1.301116
231.0	48013539958526.046875	1.288966
233.0	48021611732500.679688	1.276983
235.0	48029472207882.328125	1.265163
237.0	48037126929900.210938	1.253504
239.0	48044581283721.875000	1.242001
241.0	48051840500040.867188	1.230651
243.0	48058909660227.601562	1.219450
245.0	48065793701199.781250	1.208394
247.0	48072497420201.460938	1.197481
249.0	48079025479573.937500	1.186706
251.0	48085382411446.296875	1.176069
253.0	48091572622189.632812	1.165566
255.0	48097600396528.109375	1.155194
257.0	48103469901335.195312	1.144950
259.0	48109185189256.007812	1.134830
261.0	48114750202301.296875	1.124833
263.0	48120168775456.242188	1.114956
265.0	48125444640223.523438	1.105198
267.0	48130581427969.578125	1.095555
269.0	48135582673001.773438	1.086026
271.0	48140451815419.765625	1.076608
273.0	48145192203864.656250	1.067298
275.0	48149807098274.992188	1.058095
277.0	48154299672664.492188	1.048997
279.0	48158673017839.921875	1.040002
281.0	48162930143952.062500	1.031108
283.0	48167073982835.601562	1.022313
285.0	48171107390188.593750	1.013616
287.0	48175033147697.796875	1.005013
289.0	48178853965188.750000	0.996504
291.0	48182572482795.937500	0.988088
293.0	48186191273075.468750	0.979762
295.0	48189712842975.601562	0.971526
297.0	48193139635641.453125	0.963377
299.0	48196474032108.562500	0.955313
301.0	48199718352973.531250	0.947334
303.0	48202874860096.734375	0.939438
305.0	48205945758319.601562	0.931623
307.0	48208933197125.765625	0.923890
309.0	48211839272181.023438	0.916235
311.0	48214666026744.375000	0.908658
313.0	48217415453003.828125	0.901158
315.0	48220089493409.421875	0.893732
