-300.000000	0.088845
-299.399399	0.070364
-298.798799	-0.188672
-298.198198	-0.237556
-297.597598	0.009213
-296.996997	0.122569
-296.396396	-0.094909
-295.795796	-0.264972
-295.195195	-0.091367
-294.594595	0.124295
-293.993994	0.006747
-293.393393	-0.239722
-292.792793	-0.186073
-292.192192	0.074876
-291.591592	0.089267
-290.990991	-0.168177
-290.390390	-0.249500
-289.789790	-0.012697
-289.189189	0.130588
-288.588589	-0.069096
-287.987988	-0.264450
-287.387387	-0.115176
-286.786787	0.119524
-286.186186	0.031311
-285.585586	-0.226565
-284.984985	-0.205209
-284.384384	0.058802
-283.783784	0.106331
-283.183183	-0.145563
-282.582583	-0.258608
-281.981982	-0.035592
-281.381381	0.135860
-280.780781	-0.042730
-280.180180	-0.260831
-279.579580	-0.138610
-278.978979	0.111796
-278.378378	0.054681
-277.777778	-0.210918
-277.177177	-0.222774
-276.576577	0.040259
-275.975976	0.120675
-275.375375	-0.121831
-274.774775	-0.265495
-274.174174	-0.059966
-273.573574	0.137442
-272.972973	-0.017089
-272.372372	-0.255124
-271.771772	-0.162361
-271.171171	0.100145
-270.570571	0.075426
-269.969970	-0.194132
-269.369369	-0.239703
-268.768769	0.018286
-268.168168	0.130868
-267.567568	-0.098538
-266.966967	-0.271306
-266.366366	-0.086737
-265.765766	0.134067
-265.165165	0.006272
-264.564565	-0.248573
-263.963964	-0.187244
-263.363363	0.083638
-262.762763	0.092256
-262.162162	-0.177347
-261.561562	-0.256591
-260.960961	-0.007550
-260.360360	0.136175
-259.759760	-0.076439
-259.159159	-0.276248
-258.558559	-0.115675
-257.957958	0.125840
-257.357357	0.027319
-256.756757	-0.240759
-256.156156	-0.212200
-255.555556	0.063461
-254.954955	0.106192
-254.354354	-0.159248
-253.753754	-0.271393
-253.153153	-0.034798
-252.552553	0.138955
-251.951952	-0.053053
-251.351351	-0.277151
-250.750751	-0.142974
-250.150150	0.116629
-249.549550	0.049899
-248.948949	-0.227305
-248.348348	-0.232095
-247.747748	0.045007
-247.147147	0.122520
-246.546547	-0.134263
-245.945946	-0.277813
-245.345345	-0.056741
-244.744745	0.145796
-244.144144	-0.021792
-243.543544	-0.266891
-242.942943	-0.161026
-242.342342	0.113929
-241.741742	0.081226
-241.141141	-0.200793
-240.540541	-0.239107
-239.939940	0.035981
-239.339339	0.148414
-238.738739	-0.095437
-238.138138	-0.268737
-237.537538	-0.066443
-236.936937	0.162887
-236.336336	0.022862
-235.735736	-0.240190
-235.135135	-0.164901
-234.534535	0.121732
-233.933934	0.124193
-233.333333	-0.159057
-232.732733	-0.231712
-232.132132	0.036785
-231.531532	0.182827
-230.930931	-0.045042
-230.330330	-0.247472
-229.729730	-0.068550
-229.129129	0.183898
-228.528529	0.072947
-227.927928	-0.206468
-227.327327	-0.165599
-226.726727	0.127238
-226.126126	0.164161
-225.525526	-0.118545
-224.924925	-0.228199
-224.324324	0.027326
-223.723724	0.203899
-223.123123	-0.006886
-222.522523	-0.239896
-221.921922	-0.090653
-221.321321	0.179866
-220.720721	0.097763
-220.120120	-0.198618
-219.519520	-0.197599
-218.918919	0.095317
-218.318318	0.164942
-217.717718	-0.117558
-217.117117	-0.268341
-216.516517	-0.031838
-215.915916	0.172373
-215.315315	-0.021953
-214.714715	-0.288432
-214.114114	-0.173726
-213.513514	0.111874
-212.912913	0.057489
-212.312312	-0.258016
-211.711712	-0.299716
-211.111111	-0.008234
-210.510511	0.092882
-209.909910	-0.191589
-209.309309	-0.384125
-208.708709	-0.164730
-208.108108	0.067187
-207.507508	-0.113519
-206.906907	-0.412191
-206.306306	-0.324526
-205.705706	-0.019980
-205.105105	-0.050222
-204.504505	-0.382499
-203.903904	-0.451659
-203.303303	-0.150165
-202.702703	-0.020997
-202.102102	-0.305197
-201.501502	-0.514548
-200.900901	-0.288541
-200.300300	-0.030550
-199.699700	-0.197310
-199.099099	-0.492840
-198.498498	-0.392039
-197.897898	-0.067161
-197.297297	-0.078520
-196.696697	-0.384361
-196.096096	-0.423513
-195.495495	-0.109273
-194.894895	0.029854
-194.294294	-0.211055
-193.693694	-0.367741
-193.093093	-0.136831
-192.492492	0.106012
-191.891892	-0.016986
-191.291291	-0.238423
-190.690691	-0.137378
-190.090090	0.135557
-189.489489	0.147343
-188.888889	-0.069924
-188.288288	-0.103968
-187.687688	0.122301
-187.087087	0.245971
-186.486486	0.097349
-185.885886	-0.034203
-185.285285	0.089572
-184.684685	0.269484
-184.084084	0.227484
-183.483483	0.064900
-182.882883	0.068985
-182.282282	0.234799
-181.681682	0.296050
-181.081081	0.172641
-180.480480	0.084217
-179.879880	0.176852
-179.279279	0.296959
-178.678679	0.258074
-178.078078	0.137703
-177.477477	0.134513
-176.876877	0.247253
-176.276276	0.292870
-175.675676	0.206448
-175.075075	0.132292
-174.474474	0.183160
-173.873874	0.268997
-173.273273	0.252914
-172.672673	0.165191
-172.072072	0.142070
-171.471471	0.208460
-170.870871	0.250492
-170.270270	0.201390
