-75.0	0.000000	0.000000
-73.0	15335663.006709	0.115876
-71.0	100055128.602679	0.288288
-69.0	370674306.000830	0.536682
-67.0	1097895449.082160	0.892605
-65.0	2898419819.188049	1.407210
-63.0	7154018539.755791	2.159370
-61.0	16896874721.360697	3.263096
-59.0	38613571535.943184	4.874429
-57.0	85795703370.461639	7.199638
-55.0	185705742983.986572	10.506475
-53.0	391877438408.593323	15.138928
-51.0	806511909423.301880	21.534376
-49.0	1619355358227.126465	30.241068
-47.0	3172999667187.876953	41.933415
-45.0	6068848162503.917969	57.422642
-43.0	11332989596558.500000	77.660631
-41.0	20666251902044.023438	103.735048
-39.0	36806484011277.921875	136.853804
-37.0	64031611508904.312500	178.316700
-35.0	108826456636700.343750	229.471906
-33.0	180721462487776.093750	291.655175
-31.0	293284268310574.250000	366.110657
-29.0	465203777555126.812500	453.893795
-27.0	721351829734756.125000	555.759042
-25.0	1093644783620309.125000	672.037628
-23.0	1621466298224647.750000	802.513186
-21.0	2351368712763440.500000	946.305470
-19.0	3335763167413000.500000	1101.774618
-17.0	4630358583398154.000000	1266.460066
-15.0	6290233356765363.000000	1437.068967
-13.0	8364626340405076.000000	1609.527907
-11.0	10890801348008848.000000	1779.108053
-9.0	13887632686107940.000000	1940.626996
-7.0	17349813468769120.000000	2088.720603
-5.0	21243723646836564.000000	2218.166428
-3.0	25505936556213888.000000	2324.228942
-1.0	30045051606820988.000000	2402.989106
1.0	34747037289552224.000000	2451.619122
3.0	39483644326602920.000000	2468.569172
5.0	44122849198308304.000000	2453.645566
7.0	48539871355417664.000000	2407.976480
9.0	52627189569215648.000000	2333.878081
11.0	56302196365871584.000000	2234.646555
13.0	59511610842210856.000000	2114.307757
15.0	62232384849174776.000000	1977.355536
17.0	64469429054740864.000000	1828.503832
19.0	66250926119146016.000000	1672.469091
21.0	67622221725822120.000000	1513.790943
23.0	68639290764909288.000000	1356.692232
25.0	69362615664665424.000000	1204.974786
27.0	69852059826492704.000000	1061.944063
29.0	70163042676941368.000000	930.352944
31.0	70344077779906688.000000	812.351600
33.0	70435552367717040.000000	709.427806
35.0	70469514981345360.000000	622.325393
37.0	70470191751831472.000000	550.947132
39.0	70454956625140232.000000	494.287176
41.0	70435518950204768.000000	450.476815
43.0	70419146731852176.000000	417.012731
45.0	70409802209066144.000000	391.141618
47.0	70409119158770624.000000	370.269052
49.0	70417193434969200.000000	352.250119
51.0	70433188087511064.000000	335.505629
53.0	70455772692159456.000000	318.997754
55.0	70483425359869256.000000	302.132260
57.0	70514627894588448.000000	284.642250
59.0	70547982267444368.000000	266.483412
61.0	70582272066584880.000000	247.751487
63.0	70616487388019208.000000	228.622394
65.0	70649826714889936.000000	209.311294
67.0	70681685190438832.000000	190.046053
69.0	70711635491425920.000000	171.051018
71.0	70739405214246624.000000	152.537952
73.0	70764853148057664.000000	134.701916
75.0	70787945843295080.000000	117.720721
77.0	70808735312450672.000000	101.757271
